AGEP,SEX,RAC1P,HISP,SCHL,PINCP,MAR,ST,MIL,DIS,CIT,ENG,NP,JWTRNS,ESR,HINS1,TEN,PWGTP,state
43,1,1,1,24,300000,1,12,4,2,1,0,4,1,1,1,1,144,12
82,2,9,4,16,9300,1,12,4,2,4,3,2,0,6,2,2,105,12
45,1,1,1,16,35000,5,12,4,2,1,0,2,1,1,1,1,476,12
51,2,2,1,18,0,1,12,4,2,1,0,3,0,3,2,3,213,12
40,2,2,1,20,25500,1,12,4,2,1,0,3,1,1,2,1,322,12
80,2,1,1,16,17700,1,12,4,2,1,0,2,0,6,2,2,50,12
40,2,8,1,21,41000,3,12,4,2,4,1,2,0,6,2,2,130,12
48,1,2,1,16,22000,5,12,4,2,1,0,1,12,1,1,4,162,12
64,1,9,4,16,92000,1,12,4,2,1,1,4,1,1,2,1,158,12
19,1,1,1,19,0,5,12,4,2,1,0,3,0,6,2,1,566,12
52,2,1,1,11,36400,1,12,4,2,1,0,2,1,1,2,3,240,12
17,1,1,1,14,14400,5,12,4,1,1,0,3,0,6,1,3,69,12
34,1,1,13,1,40000,1,12,4,2,1,0,4,1,1,2,3,141,12
59,2,1,16,15,0,1,12,4,2,5,3,3,0,6,2,3,144,12
60,1,1,16,20,50000,5,12,4,2,4,1,2,1,1,1,3,161,12
73,2,2,1,18,32600,5,12,4,2,1,0,2,1,1,2,3,50,12
40,1,9,4,17,52000,5,12,4,2,4,2,5,11,1,1,3,133,12
27,2,2,1,21,73000,5,12,4,2,1,0,2,1,1,2,1,107,12
23,1,8,7,9,41000,5,12,4,2,5,3,2,1,1,2,3,175,12
25,1,1,1,15,8000,5,12,4,1,1,0,4,0,6,2,2,357,12
68,2,9,9,16,83700,3,12,4,2,4,0,5,1,1,1,3,218,12
57,2,2,1,21,75000,1,12,4,2,1,0,8,1,1,1,1,62,12
7,1,9,1,4,-19999,5,12,0,2,1,0,4,0,0,2,3,237,12
1,1,1,1,0,-19999,5,12,0,2,1,0,5,0,0,2,3,53,12
73,1,1,1,20,29760,1,12,2,1,1,0,2,0,6,2,2,99,12
24,1,1,1,21,15600,5,12,4,2,1,0,3,1,1,1,1,180,12
19,1,9,2,16,19200,5,12,4,2,1,1,3,1,1,2,3,211,12
52,2,8,19,16,0,3,12,4,2,4,2,3,0,3,2,2,111,12
66,2,1,1,21,15600,5,12,4,1,4,0,3,0,6,2,2,46,12
26,1,1,1,16,4500,5,12,4,2,1,0,3,1,1,2,2,328,12
32,2,1,1,20,30700,1,12,4,2,1,0,5,0,6,2,3,344,12
77,1,8,1,12,9400,5,12,4,1,4,0,20,0,6,2,4,65,12
38,1,1,1,21,160000,1,12,4,2,1,0,2,11,1,1,1,94,12
23,1,1,1,16,15000,5,12,4,2,1,0,4,1,1,1,3,188,12
62,1,1,3,17,14800,1,12,2,1,1,2,2,1,1,1,3,108,12
33,1,9,5,19,50000,1,12,4,2,1,1,6,1,1,1,3,897,12
64,2,9,3,20,28000,1,12,4,2,1,1,3,0,6,1,1,138,12
19,1,1,1,18,10000,5,12,4,2,1,0,2,1,1,2,1,60,12
78,1,1,1,16,1900,1,12,4,1,1,0,3,0,6,2,2,51,12
26,2,1,1,20,35400,1,12,4,2,1,0,5,1,1,1,1,76,12
80,2,1,4,16,21600,2,12,4,2,4,2,1,0,6,2,2,64,12
74,2,1,1,16,0,1,12,4,2,1,0,2,0,6,2,2,49,12
73,1,1,1,21,188700,1,12,2,2,1,0,2,0,6,2,1,60,12
56,2,1,1,21,7800,1,12,4,1,1,0,5,0,6,1,2,61,12
46,2,9,21,22,110000,1,12,4,2,4,0,3,12,1,1,1,46,12
63,1,1,1,16,84000,1,12,4,2,1,0,2,1,1,2,1,268,12
9,1,1,3,5,-19999,5,12,0,1,1,1,5,0,0,2,3,266,12
23,1,2,1,18,18800,5,12,4,2,1,0,2,1,1,1,2,171,12
31,2,2,1,16,2400,1,12,4,2,1,0,6,0,3,2,2,129,12
85,2,1,1,16,10000,2,12,4,2,1,0,1,0,6,2,2,283,12
41,2,9,16,20,60000,1,12,4,2,4,1,4,11,1,2,1,85,12
36,1,9,4,16,50500,5,12,4,2,4,1,2,1,1,1,2,200,12
31,2,1,1,20,0,1,12,4,1,1,0,3,0,6,1,1,65,12
13,2,1,1,10,-19999,5,12,0,1,1,0,4,0,0,2,1,71,12
52,1,1,1,20,0,1,12,4,2,1,0,2,0,6,2,1,91,12
67,1,6,1,15,9700,1,12,4,2,4,1,5,0,6,2,2,66,12
65,2,6,1,19,0,1,12,4,1,4,2,2,0,6,2,1,108,12
39,1,2,1,18,70000,1,12,4,2,1,0,3,1,1,1,1,116,12
54,1,1,3,16,14500,5,12,4,2,1,2,2,0,6,1,3,88,12
38,1,9,1,12,0,1,12,4,2,5,3,4,0,6,2,3,239,12
80,2,1,1,21,25800,2,12,4,1,1,0,1,0,6,2,2,37,12
63,2,1,1,22,45000,1,12,4,2,4,1,2,1,1,1,2,66,12
56,2,2,1,19,9160,1,12,4,2,1,0,2,0,6,2,3,194,12
49,2,1,1,16,41500,3,12,4,1,1,0,3,0,3,1,2,68,12
32,1,9,3,19,30000,3,12,4,2,2,1,4,1,1,2,3,347,12
27,1,9,1,16,14900,5,12,4,2,1,0,3,0,3,2,1,220,12
61,1,8,3,19,45000,2,12,4,2,2,0,4,1,1,1,1,85,12
62,2,9,4,12,8000,1,12,4,1,4,4,2,0,6,2,1,150,12
24,1,9,3,16,22000,1,12,4,2,2,1,2,1,1,1,3,44,12
18,1,1,1,16,0,5,12,4,2,1,0,4,0,6,1,1,56,12
35,1,6,1,20,31000,1,12,4,2,5,0,2,12,1,1,3,91,12
7,2,8,7,4,-19999,5,12,0,2,1,1,5,0,0,2,2,252,12
54,1,1,1,19,80000,1,12,4,2,1,0,2,1,1,2,1,71,12
33,2,9,4,17,0,1,12,4,2,1,1,4,0,6,2,3,245,12
17,1,2,1,13,0,5,12,4,2,1,0,5,0,6,2,1,239,12
64,1,1,1,16,21000,1,12,4,2,1,0,2,0,6,2,2,268,12
55,2,1,1,19,29100,1,12,4,2,1,0,2,1,1,1,1,114,12
28,2,8,1,21,36000,5,12,4,2,1,1,5,1,1,1,1,58,12
68,2,1,1,16,17000,1,12,4,2,1,0,3,0,6,1,1,94,12
34,1,1,1,22,59000,1,12,4,2,1,0,4,1,1,1,1,71,12
30,1,1,1,16,0,5,12,4,2,1,0,2,0,6,2,3,656,12
23,2,1,1,16,30000,5,12,4,2,1,0,3,1,1,1,3,57,12
79,2,9,4,15,20700,3,12,4,1,4,3,2,0,6,2,2,59,12
19,1,1,1,19,5000,5,12,4,2,3,0,5,0,6,1,1,58,12
54,1,9,13,17,35000,1,12,4,2,4,2,3,1,1,2,1,80,12
40,1,1,1,21,79070,5,12,4,2,1,0,1,1,1,1,1,60,12
80,1,2,1,19,28900,1,12,2,2,4,0,3,0,6,2,1,48,12
21,2,6,1,16,11800,5,12,4,2,1,1,4,0,6,1,3,91,12
4,2,1,3,1,-19999,5,12,0,2,1,0,4,0,0,2,3,367,12
19,2,1,3,16,0,5,12,4,2,2,1,4,0,6,1,2,54,12
47,2,1,1,19,73000,1,12,4,2,1,0,2,1,1,1,2,418,12
7,1,8,7,4,-19999,5,12,0,2,1,1,6,0,0,2,3,293,12
27,2,9,4,21,40000,5,12,4,2,1,1,2,11,1,1,3,149,12
23,1,8,5,16,35000,5,12,4,2,1,0,3,1,1,2,1,58,12
74,2,1,1,13,12300,1,12,4,2,1,0,2,0,6,2,3,107,12
57,1,1,1,21,108000,1,12,2,2,1,0,4,1,1,1,1,91,12
39,2,1,1,18,10000,1,12,4,2,1,0,4,1,1,2,2,305,12
43,2,1,1,20,1900,3,12,3,1,1,1,3,0,6,2,2,42,12
72,1,1,1,17,0,3,12,4,2,1,0,1,0,6,2,0,22,12
20,2,8,8,9,15300,5,12,4,2,5,4,2,0,3,2,3,148,12
22,1,1,1,20,6000,5,12,4,2,1,0,3,1,1,1,3,101,12
80,2,9,19,16,4300,2,12,4,2,4,3,6,0,6,2,1,137,12
74,2,9,11,15,0,1,12,4,2,5,4,4,0,6,2,1,295,12
33,2,2,1,20,55200,5,12,4,2,1,0,1,1,1,1,3,290,12
34,2,9,21,23,11400,1,12,4,2,5,2,5,12,1,2,3,368,12
57,2,1,1,16,0,4,12,4,1,1,0,4,0,6,1,4,78,12
17,1,1,1,14,0,5,12,4,1,1,0,4,0,6,1,1,115,12
76,1,1,1,20,22500,1,12,2,2,1,0,2,1,1,2,1,89,12
71,2,1,1,15,173500,5,12,4,1,1,0,1,0,6,2,2,71,12
26,2,1,1,21,16600,1,12,4,2,1,0,2,0,6,2,3,302,12
15,2,9,8,12,0,5,12,0,2,5,1,5,0,0,2,3,213,12
8,1,9,1,4,-19999,5,12,0,2,1,0,6,0,0,2,1,375,12
10,2,1,1,6,-19999,5,12,0,2,1,0,5,0,0,1,2,429,12
7,2,8,6,3,-19999,5,12,0,2,1,0,6,0,0,1,1,48,12
71,2,1,1,21,7500,1,12,4,2,1,0,4,0,6,2,2,85,12
48,1,1,1,20,180010,1,12,4,2,5,0,3,11,1,1,1,110,12
67,2,1,1,21,565000,1,12,4,2,1,0,2,0,6,2,2,49,12
10,1,1,1,8,-19999,5,12,0,1,1,0,4,0,0,2,1,597,12
50,2,2,1,22,125000,5,12,4,2,1,0,2,1,1,1,1,75,12
60,2,1,1,16,20000,5,12,4,2,1,0,3,1,1,1,1,203,12
29,1,1,1,18,52000,5,12,4,2,1,0,2,1,1,1,3,211,12
33,2,1,1,22,0,1,12,4,2,1,0,3,0,6,1,2,107,12
53,1,9,3,20,21900,5,12,4,2,2,0,2,0,6,2,2,147,12
44,1,1,4,18,105000,4,12,4,2,1,1,1,1,1,1,3,235,12
70,1,1,1,22,13400,1,12,4,2,1,0,2,0,6,2,2,70,12
15,2,2,1,12,0,5,12,0,2,1,1,3,0,0,1,1,1104,12
7,1,1,1,4,-19999,5,12,0,2,1,0,4,0,0,2,4,320,12
38,1,1,1,22,151000,1,12,1,2,1,0,3,1,4,2,2,371,12
32,1,1,1,19,65000,1,12,4,2,1,0,3,10,1,1,3,249,12
70,1,1,1,18,25000,1,12,4,2,1,0,2,0,6,2,2,48,12
68,2,1,1,17,50200,2,12,4,2,1,0,4,0,6,2,2,128,12
81,2,1,1,19,88700,2,12,4,2,1,0,1,1,1,2,1,95,12
22,1,9,4,20,30000,5,12,4,2,4,2,3,1,1,2,3,208,12
88,1,1,1,20,51400,1,12,2,1,1,0,2,0,6,2,2,50,12
13,1,9,16,11,-19999,5,12,0,2,1,1,4,0,0,2,1,156,12
4,2,1,1,1,-19999,5,12,0,2,1,0,4,0,0,2,2,73,12
38,1,2,1,16,56000,1,12,4,2,1,0,6,1,1,1,1,105,12
65,2,8,4,15,0,2,12,4,2,4,4,4,0,6,2,2,277,12
1,1,1,1,0,-19999,5,12,0,2,1,0,4,0,0,1,1,189,12
31,1,2,1,16,30600,1,12,2,2,1,0,6,0,3,2,2,159,12
24,2,8,17,21,45000,5,12,4,2,5,2,2,1,1,2,3,481,12
25,1,2,1,16,25000,5,12,4,2,5,0,2,1,1,1,3,518,12
4,1,9,3,1,-19999,5,12,0,2,1,0,7,0,0,1,1,139,12
53,2,1,13,22,198400,1,12,4,2,4,1,4,11,1,1,1,358,12
68,1,1,1,21,33600,5,12,4,1,1,0,1,0,6,2,3,43,12
41,2,1,1,21,55000,5,12,4,2,1,0,1,1,1,1,3,57,12
28,1,1,1,16,51000,5,12,4,2,1,0,2,1,1,1,2,82,12
9,1,1,1,4,-19999,5,12,0,2,1,0,4,0,0,2,3,60,12
54,1,1,1,17,225000,1,12,4,2,1,0,2,1,1,1,1,114,12
23,2,2,1,19,30000,5,12,4,2,1,0,2,1,1,2,3,475,12
17,2,1,1,14,0,5,12,4,2,1,0,4,0,6,1,1,216,12
50,1,9,3,23,300000,1,12,4,2,2,1,5,1,1,1,1,240,12
14,1,1,1,11,-19999,5,12,0,2,1,0,4,0,0,1,1,88,12
39,2,1,1,16,36000,1,12,4,2,1,0,6,11,1,1,1,275,12
20,2,1,1,19,8200,5,12,4,2,1,0,1,1,1,1,0,214,12
40,1,1,1,19,0,5,12,4,2,1,0,2,0,6,2,2,84,12
37,1,1,1,22,75000,1,12,4,2,1,0,4,11,1,1,1,316,12
15,1,9,3,12,0,5,12,0,2,1,0,4,0,0,1,2,211,12
22,1,1,1,16,18100,5,12,4,2,1,0,5,1,1,1,2,175,12
16,2,1,1,13,0,5,12,0,2,1,0,5,0,6,2,3,235,12
49,1,9,21,19,40000,1,12,4,2,4,3,3,1,1,2,2,162,12
8,2,2,1,5,-19999,5,12,0,2,1,0,4,0,0,2,3,279,12
47,2,8,9,16,6900,3,12,4,2,4,2,3,1,1,1,3,249,12
59,2,1,1,16,52000,1,12,4,2,1,0,2,1,1,2,3,204,12
12,1,9,3,9,-19999,5,12,0,2,1,0,4,0,0,1,1,238,12
31,1,8,4,16,36000,5,12,4,2,1,1,2,1,1,2,3,401,12
82,2,1,1,16,20000,2,12,4,1,4,0,3,0,6,2,2,600,12
0,1,1,1,0,-19999,5,12,0,2,1,0,4,0,0,2,1,115,12
9,2,9,21,6,-19999,5,12,0,2,4,2,7,0,0,2,3,153,12
47,2,2,1,16,28000,4,12,4,2,4,0,3,1,1,1,3,86,12
69,2,1,1,18,25000,1,12,4,2,1,0,2,1,1,1,1,174,12
88,1,1,1,19,174000,2,12,2,2,1,0,1,0,6,2,2,90,12
21,1,1,1,17,8000,5,12,4,2,1,0,4,1,1,2,2,89,12
61,2,1,1,20,86000,1,12,4,2,1,0,2,1,1,1,2,115,12
46,1,1,1,17,50000,1,12,4,2,1,0,2,1,1,2,3,156,12
2,1,8,2,0,-19999,5,12,0,2,1,0,4,0,0,2,3,224,12
45,2,9,3,20,69000,5,12,4,2,1,1,2,11,1,1,3,102,12
20,2,1,1,16,25000,5,12,4,2,1,0,4,1,1,1,1,392,12
39,2,2,1,21,60000,1,12,4,2,5,2,5,12,1,1,3,579,12
31,1,1,1,16,35000,1,12,4,2,1,0,5,1,1,1,1,64,12
50,2,8,1,18,0,1,12,4,2,4,1,3,0,6,1,1,49,12
75,1,2,1,10,8000,3,12,4,1,1,0,2,0,6,2,4,106,12
95,2,1,1,15,18200,2,12,4,2,1,0,1,0,6,2,2,193,12
58,2,1,1,17,9600,3,12,4,1,1,0,1,0,6,2,0,99,12
3,1,1,1,1,-19999,5,12,0,2,1,0,5,0,0,2,1,57,12
18,1,6,1,20,28500,5,12,4,2,1,0,1,10,1,1,0,81,12
56,1,2,1,20,58900,1,12,2,2,1,0,3,0,6,1,1,154,12
54,1,1,1,21,105000,1,12,4,2,1,0,2,1,1,1,1,142,12
64,2,1,1,16,28000,2,12,4,1,1,0,5,0,6,2,1,89,12
1,1,1,1,0,-19999,5,12,0,2,1,0,3,0,0,1,1,197,12
83,1,1,1,21,29800,1,12,3,2,1,0,2,0,6,2,2,117,12
21,1,1,1,16,0,5,12,4,2,1,0,3,0,6,1,2,164,12
2,1,1,1,0,-19999,5,12,0,2,1,0,3,0,0,1,1,75,12
14,1,9,6,11,-19999,5,12,0,2,1,0,3,0,0,2,3,95,12
29,1,1,3,22,61000,5,12,4,2,1,0,1,11,1,1,3,327,12
13,2,1,1,9,-19999,5,12,0,2,1,0,5,0,0,1,3,227,12
29,2,9,21,21,55000,5,12,4,2,4,1,2,1,1,2,3,95,12
84,2,1,1,21,59200,1,12,4,2,3,0,3,0,6,2,2,522,12
77,2,8,9,1,10300,3,12,4,1,4,3,1,0,6,2,3,518,12
30,2,2,1,21,28100,5,12,4,2,5,0,3,1,1,1,1,323,12
5,1,2,1,2,-19999,5,12,0,2,3,0,4,0,0,1,1,384,12
57,1,9,4,22,103000,1,12,4,2,4,1,2,1,1,2,2,84,12
35,2,2,1,21,35000,1,12,4,2,1,0,2,11,1,1,3,379,12
60,2,8,1,16,0,1,12,4,1,4,0,5,0,6,2,1,131,12
48,1,1,1,19,85000,1,12,4,2,1,0,4,1,1,1,2,50,12
71,2,1,1,16,21300,1,12,2,2,1,0,2,0,6,1,3,92,12
61,1,1,1,21,579000,4,12,4,2,1,0,1,11,1,2,3,65,12
72,2,1,1,21,22500,2,12,4,2,1,0,1,0,6,2,1,130,12
31,2,1,1,20,65000,3,12,4,2,1,0,4,1,1,2,3,435,12
69,1,1,1,1,13200,1,12,4,2,4,4,6,0,6,2,1,127,12
19,2,1,1,19,0,5,12,4,2,1,0,2,0,6,1,3,294,12
69,2,9,19,18,18000,3,12,4,1,4,1,2,0,6,2,2,105,12
37,2,1,4,17,65000,1,12,4,2,4,2,5,1,1,2,1,72,12
24,1,1,5,19,20000,5,12,4,2,1,1,2,1,1,2,3,63,12
88,2,1,1,16,5730,2,12,2,1,1,0,1,0,6,2,3,97,12
56,2,1,1,22,74000,1,12,4,2,1,0,2,1,1,1,1,84,12
39,1,8,3,21,45600,1,12,2,2,1,0,3,1,1,1,1,132,12
63,1,2,1,16,45000,4,12,4,2,1,0,1,1,1,2,2,254,12
52,2,1,1,21,52000,5,12,2,2,1,0,1,11,1,1,2,251,12
33,1,1,1,19,0,5,12,4,2,1,0,1,0,6,2,3,163,12
31,1,1,1,17,80000,1,12,4,2,1,0,4,11,1,2,3,161,12
53,1,8,2,16,12000,3,12,4,2,4,2,3,1,1,2,2,323,12
60,2,1,1,20,26000,1,12,4,2,1,1,2,11,1,2,2,113,12
74,2,6,1,22,15100,1,12,4,2,4,1,2,0,6,2,2,123,12
20,1,1,19,19,3200,5,12,4,2,1,0,4,0,6,2,2,369,12
2,2,2,1,0,-19999,5,12,0,2,1,0,7,0,0,1,1,246,12
67,2,1,1,20,42700,1,12,4,2,1,0,2,0,6,1,1,132,12
15,1,8,1,12,0,5,12,0,2,1,0,4,0,0,2,2,165,12
58,1,1,1,16,28000,3,12,4,2,1,0,2,1,1,2,2,510,12
60,2,2,1,16,22000,1,12,4,2,4,3,2,1,1,2,1,138,12
61,2,1,1,16,15000,3,12,4,2,1,0,3,1,1,2,2,315,12
76,1,1,1,16,78000,1,12,4,1,1,1,2,0,6,2,2,78,12
62,2,1,1,21,2300,1,12,4,2,1,0,2,0,6,1,2,115,12
66,2,1,1,22,71000,1,12,4,2,1,0,3,0,6,2,2,45,12
3,1,1,1,1,-19999,5,12,0,2,1,0,3,0,0,1,1,66,12
49,2,1,1,20,0,1,12,4,2,1,0,4,0,6,1,1,88,12
75,1,1,1,16,16600,1,12,4,2,1,0,3,0,6,2,1,409,12
53,2,1,1,19,0,1,12,4,2,1,0,4,0,6,1,1,116,12
58,2,6,1,20,10600,1,12,4,2,4,4,3,0,6,1,2,131,12
77,2,1,1,19,45590,2,12,4,1,4,1,1,0,6,2,2,154,12
29,2,1,1,20,44500,1,12,4,2,3,0,2,1,1,1,3,62,12
11,1,8,16,8,-19999,5,12,0,2,5,3,4,0,0,2,3,161,12
68,2,1,1,19,15500,1,12,4,2,1,0,2,0,6,1,2,77,12
64,2,1,1,16,17400,1,12,4,2,1,0,2,1,1,1,2,110,12
75,1,1,1,15,27600,3,12,4,2,1,0,5,0,6,2,2,127,12
62,1,9,2,9,39000,1,12,4,2,4,2,3,1,1,1,2,85,12
61,2,1,1,21,3000,1,12,4,2,1,0,2,0,6,1,1,135,12
13,2,2,1,11,-19999,5,12,0,2,1,0,6,0,0,2,1,135,12
10,1,8,3,8,-19999,5,12,0,2,1,1,4,0,0,2,1,355,12
58,1,1,1,19,20000,5,12,4,2,1,0,1,1,1,2,2,285,12
90,2,1,1,19,23700,2,12,4,2,1,0,1,0,6,1,1,70,12
49,2,1,1,19,98000,3,12,4,2,1,0,2,1,1,1,1,13,12
18,1,1,1,16,2000,5,12,4,2,1,0,5,1,1,1,1,143,12
45,1,1,1,16,0,3,12,2,1,1,0,2,0,6,2,1,141,12
70,2,1,1,19,26900,1,12,4,2,1,0,3,0,6,2,1,46,12
82,1,1,1,24,149700,4,12,4,1,1,0,1,0,6,2,1,86,12
10,1,1,1,8,-19999,5,12,0,2,1,0,5,0,0,2,2,136,12
59,1,1,1,16,79800,3,12,4,2,1,0,1,1,1,1,1,57,12
0,2,2,1,0,-19999,5,12,0,2,1,0,3,0,0,1,3,252,12
26,2,9,4,12,43200,5,12,4,2,4,1,3,1,1,2,2,153,12
25,2,1,1,19,5000,1,12,4,2,1,0,4,1,1,2,3,97,12
70,1,1,1,19,68000,1,12,4,2,1,0,2,0,6,2,2,57,12
18,1,9,5,14,0,5,12,4,2,5,1,4,0,6,2,3,200,12
79,2,2,1,16,29110,2,12,4,2,4,0,1,0,6,1,3,226,12
28,1,8,4,1,0,5,12,4,2,4,1,2,0,6,1,1,220,12
68,1,1,1,19,14100,2,12,2,2,1,0,1,0,6,2,2,105,12
73,2,1,1,20,59200,5,12,4,2,1,0,1,0,6,2,2,39,12
31,1,2,1,16,28000,5,12,4,2,1,0,1,1,1,2,3,141,12
8,1,1,1,6,-19999,5,12,0,2,1,0,6,0,0,2,1,79,12
29,2,9,4,16,0,5,12,4,2,4,1,3,0,6,2,1,134,12
42,1,2,1,21,10000,5,12,4,2,5,2,9,1,1,1,1,97,12
41,1,1,1,17,50000,1,12,4,2,1,0,3,1,1,1,1,139,12
69,1,2,1,16,104000,1,12,4,2,4,0,2,1,1,1,2,116,12
31,2,1,2,18,32000,1,12,4,2,1,2,4,1,1,1,1,285,12
64,2,1,1,20,78000,2,12,2,2,1,0,1,1,1,1,2,495,12
81,2,9,4,20,14800,3,12,4,2,4,1,2,0,6,2,2,246,12
9,2,1,1,6,-19999,5,12,0,2,1,0,3,0,0,1,1,95,12
12,2,1,1,8,-19999,5,12,0,2,1,0,3,0,0,1,1,191,12
59,2,1,1,17,15000,1,12,4,2,1,0,3,1,1,2,2,75,12
34,1,1,1,16,49500,1,12,4,2,1,0,5,1,1,1,1,44,12
21,1,8,3,1,25000,5,12,4,2,3,0,7,11,1,1,3,131,12
59,1,1,1,15,14800,2,12,4,1,1,0,2,0,6,2,3,271,12
12,1,1,1,9,-19999,5,12,0,2,1,0,4,0,0,2,1,241,12
45,1,9,16,19,25000,5,12,4,2,4,1,4,11,1,2,2,63,12
51,1,1,23,23,302000,1,12,4,2,1,0,2,11,1,1,2,406,12
59,1,1,1,16,40000,1,12,4,2,1,0,4,11,1,1,1,87,12
28,1,1,1,21,55000,5,12,4,2,1,0,3,1,1,1,2,70,12
72,1,1,1,20,40000,1,12,4,2,1,0,2,0,6,2,2,330,12
30,2,1,1,23,112200,1,12,4,2,1,0,3,1,1,1,1,243,12
18,2,9,4,14,1500,5,12,4,2,1,0,4,1,1,1,2,167,12
83,1,1,1,21,3000,1,12,4,2,1,0,2,0,6,2,2,77,12
18,2,1,1,14,20000,5,12,4,2,1,0,3,0,6,2,1,222,12
48,2,1,1,21,129000,1,12,4,2,1,0,3,1,1,1,1,117,12
14,2,2,1,11,-19999,5,12,0,2,4,0,9,0,0,1,1,141,12
42,2,1,21,18,45220,1,12,4,2,4,2,6,1,1,2,2,102,12
77,2,1,1,20,15100,1,12,4,2,1,0,2,0,6,2,1,72,12
21,1,1,1,16,700,5,12,4,2,1,0,3,0,3,2,2,84,12
35,1,9,4,21,200000,5,12,4,2,4,1,1,1,1,1,1,64,12
32,1,6,1,21,63800,1,12,4,2,4,1,2,1,1,2,2,108,12
30,1,9,21,16,32000,1,12,4,2,4,1,4,11,1,2,1,350,12
53,1,1,1,16,25000,3,12,4,2,1,0,2,0,3,2,2,32,12
55,1,1,1,17,45000,1,12,2,2,1,0,4,1,1,1,1,138,12
67,2,9,16,16,28000,3,12,4,2,4,2,2,1,1,1,2,179,12
28,2,1,23,21,0,1,12,4,2,1,1,3,0,6,2,2,234,12
41,1,1,1,18,0,1,12,4,2,1,0,4,0,6,2,1,112,12
52,2,2,1,22,87000,5,12,4,2,2,0,1,1,1,1,1,64,12
10,1,8,16,7,-19999,5,12,0,2,1,3,4,0,0,1,3,52,12
36,2,9,1,20,50000,4,12,4,2,1,0,5,1,1,1,3,119,12
10,2,2,1,7,-19999,5,12,0,2,1,0,4,0,0,2,3,78,12
90,2,1,1,16,10000,1,12,4,2,1,0,4,0,6,2,2,226,12
50,1,1,1,16,28000,4,12,4,2,1,0,4,10,1,2,1,101,12
15,1,9,3,13,0,5,12,0,2,2,1,6,0,0,1,1,48,12
75,2,1,1,21,54000,4,12,4,2,1,0,1,0,6,2,1,771,12
61,1,9,16,21,59600,1,12,4,2,5,2,4,1,1,1,1,71,12
62,2,2,1,16,26300,5,12,4,2,5,3,3,1,1,2,3,207,12
48,2,8,4,12,9900,3,12,4,1,4,3,2,0,6,2,1,81,12
45,2,8,23,16,12000,3,12,4,2,1,1,2,12,1,1,3,185,12
79,1,1,1,16,87400,1,12,3,2,1,0,2,0,6,2,2,30,12
62,2,1,1,21,103000,2,12,4,1,1,0,1,1,1,1,1,76,12
46,2,6,1,21,80000,1,12,4,2,5,1,2,1,1,1,1,107,12
2,2,8,24,0,-19999,5,12,0,2,1,0,4,0,0,1,1,214,12
74,2,1,1,22,1600,2,12,4,1,4,0,1,0,6,2,2,51,12
46,2,2,1,17,31000,4,12,4,2,1,0,1,1,1,1,3,200,12
55,1,9,1,21,55000,1,12,4,2,4,1,3,7,1,2,1,43,12
33,2,2,1,20,65000,1,12,4,2,4,1,2,1,1,1,1,100,12
58,2,1,1,21,0,1,12,4,2,1,0,3,0,6,2,1,135,12
0,2,1,3,0,-19999,5,12,0,2,1,0,3,0,0,1,1,53,12
6,2,1,21,2,-19999,5,12,0,2,1,2,4,0,0,2,3,170,12
36,2,2,1,16,35000,5,12,4,2,2,0,6,1,1,2,3,351,12
15,1,9,1,13,0,5,12,0,2,1,0,5,0,0,1,2,464,12
28,1,1,1,16,22600,5,12,2,1,1,0,4,0,6,2,3,141,12
54,1,1,1,21,75000,1,12,4,2,1,0,2,1,1,1,3,184,12
80,1,2,1,16,18300,1,12,4,2,1,0,2,0,6,1,2,566,12
53,2,9,3,21,0,1,12,4,1,2,1,2,0,6,1,1,164,12
15,1,2,1,11,0,5,12,0,2,1,0,5,0,0,2,3,182,12
49,2,1,1,21,44000,1,12,4,2,1,0,5,1,1,1,1,79,12
57,2,1,1,21,579000,3,12,4,2,1,0,1,11,1,2,1,129,12
11,2,2,1,8,-19999,5,12,0,2,1,0,4,0,0,1,2,188,12
14,2,2,1,10,-19999,5,12,0,2,5,1,5,0,0,2,3,307,12
14,2,1,1,10,-19999,5,12,0,2,1,0,5,0,0,1,1,218,12
82,2,1,1,16,18000,2,12,4,1,1,0,2,0,6,2,1,249,12
55,2,1,1,16,28700,1,12,4,2,1,0,4,1,1,1,2,53,12
7,1,9,17,5,-19999,5,12,0,2,1,1,9,0,0,2,1,259,12
72,1,1,1,19,151300,1,12,4,2,1,0,2,0,6,2,1,70,12
12,1,6,1,9,-19999,5,12,0,2,1,1,4,0,0,1,2,40,12
76,2,1,1,16,20900,1,12,4,2,1,0,2,0,6,2,1,60,12
57,2,1,1,21,70000,1,12,4,2,1,0,2,1,1,1,1,273,12
78,2,9,1,16,36000,1,12,4,2,5,0,2,0,6,2,2,386,12
74,2,1,1,18,26200,2,12,4,1,1,0,2,0,6,2,2,219,12
8,2,9,2,6,-19999,5,12,0,2,1,1,6,0,0,2,3,96,12
6,2,9,1,4,-19999,5,12,0,2,1,0,3,0,0,2,3,167,12
62,2,1,1,18,50330,1,12,4,2,1,0,2,11,1,2,1,43,12
22,1,8,3,16,19000,5,12,4,2,2,2,3,1,1,2,2,227,12
56,1,1,1,17,0,5,12,4,1,1,0,2,0,6,2,3,48,12
65,1,1,1,16,48600,1,12,2,2,1,0,2,1,1,2,2,104,12
59,1,1,1,16,55000,1,12,4,1,1,0,4,0,6,1,3,88,12
